
==============================================================================
ASSIGNMENTS  (graded work + graded quizzes)  (233)
    3010908  pH%20indicators.jpeg                                          https://loyolahs.instructure.com/courses/6624/files/3010908
    3011145  phaseMe-1.jpg                                                 https://loyolahs.instructure.com/courses/6624/files/3011145
    3010883  phaseMe.jpg                                                   https://loyolahs.instructure.com/courses/6624/files/3010883
    3010864  Picture1-1.png                                                https://loyolahs.instructure.com/courses/6624/files/3010864
    3010784  Picture1-2.png                                                https://loyolahs.instructure.com/courses/6624/files/3010784
    3010868  Picture1-3.png                                                https://loyolahs.instructure.com/courses/6624/files/3010868
    3010708  Picture1-4.png                                                https://loyolahs.instructure.com/courses/6624/files/3010708
    3010707  Picture1-5.png                                                https://loyolahs.instructure.com/courses/6624/files/3010707
    3010915  Picture1-6.png                                                https://loyolahs.instructure.com/courses/6624/files/3010915
    3010751  Picture1.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010751
    3010710  Picture2-1.png                                                https://loyolahs.instructure.com/courses/6624/files/3010710
    3010924  Picture2-2.png                                                https://loyolahs.instructure.com/courses/6624/files/3010924
    3010884  Picture2-3.png                                                https://loyolahs.instructure.com/courses/6624/files/3010884
    3010709  Picture2-4.png                                                https://loyolahs.instructure.com/courses/6624/files/3010709
    3010920  Picture2.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010920
    3010711  Picture3-1.png                                                https://loyolahs.instructure.com/courses/6624/files/3010711
    3010892  Picture3.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010892
    3010783  Picture4.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010783
    3010949  Picture5.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010949
    3010887  Picture6.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010887
    3010789  Picture12.png                                                 https://loyolahs.instructure.com/courses/6624/files/3010789
    3010712  Plant-Cell.png                                                https://loyolahs.instructure.com/courses/6624/files/3010712
    3011140  polyatomic ions 2-1.jpeg                                      https://loyolahs.instructure.com/courses/6624/files/3011140
    3010763  polyatomic ions 2.jpeg                                        https://loyolahs.instructure.com/courses/6624/files/3010763
    3010897  polyatomic ions.png                                           https://loyolahs.instructure.com/courses/6624/files/3010897
    3010795  propane.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010795
    3010866  propene.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010866
    3010798  propyne.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010798
    3010713  Rate-Curves-1-e1665494459616.png                              https://loyolahs.instructure.com/courses/6624/files/3010713
    3010790  reaction_diagram_12073914300498291534.jpg                     https://loyolahs.instructure.com/courses/6624/files/3010790
    3010788  reaction_diagram_67510924644232342603.jpg                     https://loyolahs.instructure.com/courses/6624/files/3010788
    3010810  reaction_energy_diagram.svg                                   https://loyolahs.instructure.com/courses/6624/files/3010810
    3010929  Screen Recording 2025-03-25 at 8.19.24 AM.mov                 https://loyolahs.instructure.com/courses/6624/files/3010929
    3010894  Screen Recording 2025-05-04 at 11.12.43 AM.mov                https://loyolahs.instructure.com/courses/6624/files/3010894
    3010714  Screenshot 2024-02-05 at 7.26.46 AM.png                       https://loyolahs.instructure.com/courses/6624/files/3010714
    3010905  Screenshot 2025-01-20 at 9.51.27 PM.png                       https://loyolahs.instructure.com/courses/6624/files/3010905
    3010872  Screenshot 2025-03-18 at 12.21.25 PM.png                      https://loyolahs.instructure.com/courses/6624/files/3010872
    3010913  Screenshot 2025-03-18 at 12.21.51 PM.png                      https://loyolahs.instructure.com/courses/6624/files/3010913
    3010808  Screenshot 2025-03-25 at 8.17.27 AM.png                       https://loyolahs.instructure.com/courses/6624/files/3010808
    3010926  Screenshot 2025-03-25 at 8.18.02 AM.png                       https://loyolahs.instructure.com/courses/6624/files/3010926
    3010809  Screenshot 2025-03-25 at 8.18.35 AM.png                       https://loyolahs.instructure.com/courses/6624/files/3010809
    3010715  Screenshot 2025-03-26 at 1.38.28 PM.png                       https://loyolahs.instructure.com/courses/6624/files/3010715
    3010912  Screenshot 2025-05-04 at 11.28.23 AM.png                      https://loyolahs.instructure.com/courses/6624/files/3010912
    3010741  screenshot-2020-12-31-at-16-53-30_1-1.png                     https://loyolahs.instructure.com/courses/6624/files/3010741
    3010965  screenshot-2020-12-31-at-16-53-30_1.png                       https://loyolahs.instructure.com/courses/6624/files/3010965
    3010716  Screenshot%202024-02-05%20at%207.26.46%E2%80%AFAM.png         https://loyolahs.instructure.com/courses/6624/files/3010716
    3010907  Screenshot+2025-05-04+at+11.28.23%E2%80%AFAM.png              https://loyolahs.instructure.com/courses/6624/files/3010907
    3010918  Semester 2 Final Equations.pdf                                https://loyolahs.instructure.com/courses/6624/files/3010918
    3011076  Semester 2 HC study guide.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3011076
    3010879  snap-logo-white.svg                                           https://loyolahs.instructure.com/courses/6624/files/3010879
    3010973  Solubility and precipitation reactions worksheet Solutions.p  https://loyolahs.instructure.com/courses/6624/files/3010973
    3010972  Solubility and precipitation reactions worksheet.pdf          https://loyolahs.instructure.com/courses/6624/files/3010972
    3010677  stoichiometry solutions.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010677
    3010678  stoichiometry.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010678
    3010987  Stoichiometry.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010987
    3010933  unnamed.gif                                                   https://loyolahs.instructure.com/courses/6624/files/3010933
    3010717  Untitled Document-1.jpeg                                      https://loyolahs.instructure.com/courses/6624/files/3010717
    3010911  Untitled Document-2.jpeg                                      https://loyolahs.instructure.com/courses/6624/files/3010911
    3010904  Untitled Document-2.png                                       https://loyolahs.instructure.com/courses/6624/files/3010904
    3010718  Untitled Document-3.png                                       https://loyolahs.instructure.com/courses/6624/files/3010718
    3010957  Untitled Document-4.png                                       https://loyolahs.instructure.com/courses/6624/files/3010957
    3010804  Untitled Document-5.png                                       https://loyolahs.instructure.com/courses/6624/files/3010804
    3010719  Untitled Document-6.png                                       https://loyolahs.instructure.com/courses/6624/files/3010719
    3010980  Untitled-2.png                                                https://loyolahs.instructure.com/courses/6624/files/3010980
    3010979  Untitled-3.png                                                https://loyolahs.instructure.com/courses/6624/files/3010979
    3010981  Untitled-4.png                                                https://loyolahs.instructure.com/courses/6624/files/3010981
    3010982  Untitled-5.png                                                https://loyolahs.instructure.com/courses/6624/files/3010982
    3010801  Untitled%20Document-2.png                                     https://loyolahs.instructure.com/courses/6624/files/3010801
    3010753  Untitled%20Document-4.png                                     https://loyolahs.instructure.com/courses/6624/files/3010753
    3010752  Untitled%20Document-5.png                                     https://loyolahs.instructure.com/courses/6624/files/3010752
    3010863  Untitled%20Document-6.png                                     https://loyolahs.instructure.com/courses/6624/files/3010863
    3010927  visible_spectrum_table.png                                    https://loyolahs.instructure.com/courses/6624/files/3010927
    3010720  VSEPR-1.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010720
    3011202  VSEPR-2-1.png                                                 https://loyolahs.instructure.com/courses/6624/files/3011202
    3010919  VSEPR-2.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010919
    3011150  VSEPR-3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011150
    3010721  VSEPR.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010721
    3011070  Weak Acid–Base Equilibrium Worksheet.pdf                      https://loyolahs.instructure.com/courses/6624/files/3011070


##############################################################################
# PASTE-READY BLOCKS  — rename keys to match your schedule, then paste
# into index.html.  Practice quizzes usually live in QUIZ_IDS.
##############################################################################

/* from canvas_get_ids.py — graded assignments & graded quizzes -> /assignments/:id */
const ASSIGNMENT_IDS = {
  'Semester_2_Final_Exam': 266640,
  'Exam_1_Raw_Multiple_Choice_Score': 266553,
  'Exam_1_Free_Response': 266552,
  'Exam_2_chapter_3_MC': 266557,
  'Exam_2_Free_Response': 266558,
  'Exam_1_Chapters_1_2': 266551,
  'Exam_3_chapter_4_5_MC': 266563,
  'Exam_3_chapter_4_5_Free_Response': 266562,
  'Semester_1_Final_Exam_2026': 266637,
  'Exam_2_Ch_3': 266556,
  'Exam_4_Chapters_10_13': 266568,
  'Exam_3_ch_4_5': 266561,
  'Exam_5_Chapter_14': 266573,
  'Semester_1_Final_Exam_2026_2': 266638,
  'Exam_7_chapters_19_20_21': 266581,
  'Semester_2_Final_Exam_Curved': 266641,
  'Exam_1_Review_Build_On': 266554,
  'Exam_1_Review_Not_Build_On': 266555,
  'Exam_4_MC': 266570,
  'Exam_4_FR': 266569,
  'Exam_6_Chapters_15_and_16': 266576,
  'Exam_6_MC': 266578,
  'Exam_6_FR': 266577,
  'Exam_7_Free_Response': 266583,
  'Exam_7_Multiple_Choice': 266584,
  'Introduction': 266595,
  '1_1_Material_Classification_Daily_Homework': 266413,
  '1_4_to_1_5_units_and_sig_figs_Daily_Homework': 266415,
  '1_5_operations_with_sig_figs_Daily_Homework': 266417,
  '1_6_Dimensional_analysis_part_1_Daily_Homework': 266419,
  '1_6_Dimensional_analysis_part_2_Daily_Homework': 266421,
  '1_6_Dimensional_analysis_part_3_Daily_Homework': 266423,
  '10_2_Daily_Homework': 266424,
  '10_3_Daily_Homework': 266427,
  '10_4_10_5_Daily_Homework': 266428,
  '10_6_Daily_Homework': 266430,
  '10_7_10_8_Daily_Homework': 266432,
  '11_1_11_3_Daily_Homework': 266434,
  '11_4_Daily_Homework': 266436,
  '11_5_and_11_6_Daily_Homework': 266438,
  '13_1_13_4_Daily_Homework': 266440,
  '13_5_Daily_Homework': 266442,
  '14_1_Daily_Homework': 266444,
  '14_3_Daily_Homework': 266446,
  '14_5_Daily_Homework': 266448,
  '14_6_and_14_7_Daily_Homework': 266450,
  '15_1_to_15_2_Daily_Homework': 266452,
  '15_4_Daily_Homework': 266455,
  '15_5_15_6_Daily_Homework': 266457,
  '15_7_Daily_Homework': 266459,
  '16_1_16_2_Daily_Homework': 266461,
  '16_10_and_16_5_Daily_Homework': 266463,
  '16_4_Daily_Homework_pH_calculations': 266466,
  '16_6_Daily_Homework_Weak_Acid': 266467,
  '16_7_Daily_Homework_Weak_Bases_and_buffers': 266470,
  '19_4_to_19_6_Daily_Homework': 266472,
  '19_7_Daily_Homework': 266474,
  '20_3_20_4_Daily_Homework': 266484,
  '20_4_20_5_Daily_Homework': 266486,
  '21_Daily_Homework': 266487,
  '22_Daily_Homework_Organic_compounds': 266490,
  'Daily_Homework_19_2_and_19_3': 266547,
  'Daily_Homework_20_1_20_2': 266546,
  '2_1_atomic_structure_part_1_Daily_Homework': 266475,
  '2_2_2_5_atomic_structure_part_2_Daily_Homework': 266477,
  '2_2_2_5_atomic_weight_part_3_Daily_Homework': 266480,
  '2_6_Nomenclature_part_1': 266481,
  '2_6_Nomenclature_part_2': 266482,
  '2_6_Nomenclature_part_3': 266483,
  '3_1_Balancing_Equations_Daily_Homework': 266491,
  '3_2_Types_of_Reactions_Daily_Homework': 266493,
  '3_3_Daily_Homework': 266495,
  '3_4_Daily_Homework': 266497,
  '3_5_part_1_Daily_Homework': 266498,
  '3_5_part_2_Daily_Homework': 266499,
  '3_6_Daily_Homework': 266501,
  '3_7_Daily_Homework_part_1': 266504,
  '3_7_Daily_Homework_part_2': 266505,
  '4_1_and_4_3_Daily_Homework': 266506,
  '4_2_part_1_Daily_Homework': 266510,
  '4_2_part_2_double_displacement_Daily_Homework': 266508,
  '4_3_Daily_Homework': 266511,
  '4_5_and_4_6_Daily_Homework': 266513,
  '5_1_to_5_3_Daily_Homework': 266515,
  '5_4_Daily_Homework': 266517,
  '5_5_Daily_Homework': 266518,
  '5_6_Daily_Homework': 266519,
  '5_7_Daily_Homework': 266520,
  '6_1_6_4_Daily_Homework': 266521,
  '6_5_Daily_Homework': 266523,
  '7_2_7_4_Daily_Homework': 266525,
  '8_1_8_3_8_4_8_5_Daily_Homework': 266527,
  '9_1_9_2_Daily_Homework': 266530,
  '8_2_8_6_8_8_Daily_Homework': 266528,
  '9_3_Daily_Homework': 266533,
  'Le_Chatliers_Worksheet': 266607,
  'Programming_With_SNAP_course': 266621,
  'Chapters_15_5_15_6_Solving_Equilibrium_Problems': 266543,
  'The_Potion_Master_s_pH_Lab': 266644,
  'Electrochemistry_Worksheet': 266548,
  'Chapter_1_Homework_part_1': 266586,
  'Chapter_1_Homework_part_2': 266587,
  'Chapter_2_Homework': 266588,
  'Chapter_3_Homework': 266589,
  'Chapter_4_Homework': 266590,
  'Chapter_5_Homework': 266591,
  'Chapter_6_9_Homework': 266592,
  'Chapter_10_Homework': 266535,
  'Chapter_11_12_Homework': 266537,
  'Chapter_13_Homework': 266538,
  'Chapter_14_Homework': 266539,
  'Chapter_15_Homework': 266540,
  'Chapter_16_Homework': 266541,
  'Chapter_19_20_Homework': 266542,
  'SNAP_Entropy': 266633,
  'SNAP_Equilibrium': 266634,
  '1_1_Material_Classification_Daily_Homework_Practice': 266414,
  '1_4_to_1_5_units_and_sig_figs_Daily_Homework_Practice': 266416,
  '1_5_operations_with_sig_figs_Daily_Homework_Practice': 266418,
  '1_6_Dimensional_analysis_part_1_Daily_Homework_Practice': 266420,
  '1_6_Dimensional_analysis_part_2_Daily_Homework_Practice': 266422,
  '10_2_Daily_Homework_Practice': 266425,
  '10_3_Daily_Homework_Practice': 266426,
  '10_4_10_5_Daily_Homework_Practice': 266429,
  '10_6_Daily_Homework_Practice': 266431,
  '10_7_10_8_Daily_Homework_Practice': 266433,
  '11_1_11_3_Daily_Homework_Practice': 266435,
  '11_4_Daily_Homework_Practice': 266437,
  '11_5_and_11_6_Daily_Homework_Practice': 266439,
  '13_1_13_4_Daily_Homework_Practice': 266441,
  '13_5_Daily_Homework_Practice': 266443,
  '14_1_Daily_Homework_Practice': 266445,
  '14_3_Daily_Homework_Practice': 266447,
  '14_5_Daily_Homework_Practice': 266449,
  '14_6_and_14_7_Daily_Homework_Practice': 266451,
  '15_1_to_15_2_Daily_Homework_Practice': 266453,
  '15_3_Daily_Homework_Practice': 266454,
  '15_4_Daily_Homework_Practice': 266456,
  '15_5_15_6_Daily_Homework_Practice': 266458,
  '15_7_Daily_Homework_Practice': 266460,
  '16_1_16_2_Daily_Homework_Practice': 266462,
  '16_10_and_16_5_Daily_Homework_Practice': 266464,
  '16_4_pH_Calculations_Daily_Homework_Practice': 266465,
  '16_6_Daily_Homework_Weak_Acids': 266468,
  '16_7_Daily_Homework_Weak_Bases_and_buffers_2': 266469,
  '19_2_and_19_3_Daily_Homework_Practice': 266471,
  '19_4_to_19_6_Daily_Homework_Practice': 266473,
  '2_1_atomic_structure_part_1_Daily_Homework_Practice': 266476,
  '2_2_2_5_atomic_structure_part_2_Daily_Homework_Practice': 266478,
  '2_2_2_5_atomic_structure_part_3_Daily_Homework_Practice': 266479,
  '21_nuclear_reactions_Daily_Homework_Practice': 266488,
  '22_Organic_compounds_Daily_Homework_Practice': 266489,
  '3_1_Balancing_Equations_Daily_Homework_Practice': 266492,
  '3_2_Types_of_Reactions_Daily_Homework_Practice': 266494,
  '3_3_to_3_4_Daily_Homework_Practice': 266496,
  '3_5_Daily_Homework_Practice': 266500,
  '3_6_Stoichiometry_Daily_Homework_Practice': 266502,
  '3_7_Daily_Homework_Practice': 266503,
  '4_1_and_4_3_Daily_Homework_Practice': 266507,
  '4_2_part_2_double_displacement_reactions': 266509,
  '4_3_Daily_Homework_Practice': 266512,
  '4_5_and_4_6_Daily_Homework_Practice': 266514,
  '5_1_to_5_5_Daily_Homework_Practice': 266516,
  '6_1_6_4_Daily_Homework_Practice': 266522,
  '6_5_Daily_Homework_Practice': 266524,
  '7_2_7_4_Daily_Homework_Practice': 266526,
  '8_2_8_6_8_8_Daily_Homework_Practice': 266529,
  '9_1_9_2_Daily_Homework_Practice': 266531,
  '9_1_9_3_Daily_Homework_Practice': 266532,
  'Homework_19_7': 266585,
  'Homework_8_1_8_34_8_4_8_5': 266593,
  'Nomenclature_Daily_Homework_Practice': 266608,
  '20_3_20_4_Daily_Homework_Practice': 266485,
  '20_1_20_2_Daily_Homework_Practice': 266620,
  'Showed_Dr_Barnese_Snap_Entropy': 266643,
  'Post_lab_Quiz_11': 266619,
  'Post_Lab_Quiz_7': 266615,
  'Post_Lab_Quiz_1': 266609,
  'Post_Lab_Quiz_3': 266611,
  'Post_Lab_quiz_9': 266617,
  'Post_lab_Quiz_10': 266618,
  'Post_Lab_quiz_8': 266616,
  'Post_Lab_Quiz_4': 266612,
  'Post_Lab_Quiz_5': 266613,
  'Post_Lab_Quiz_6': 266614,
  'Post_Lab_Quiz_2': 266610,
  'Lab_1': 266596,
  'Lab_6': 266603,
  'Lab_7': 266604,
  'Ice_Cream_Lab': 266594,
  'Lab_4': 266601,
  'Safety_Contract': 266636,
  'Lab_8': 266605,
  'Lab_9': 266606,
  'Lab_2': 266599,
  'Lab_5': 266602,
  'Lab_10': 266597,
  'Lab_3': 266600,
  'Lab_11': 266598,
  'Equilibrium_Lab': 266550,
  'Entropy_Lab': 266549,
  'Quiz_11_Chapter_15': 266623,
  'Quiz_1_1_1_1_5': 266622,
  'Quiz_2_Dimensional_Analysis': 266627,
  'Quiz_3_inorganic_nomenclature': 266628,
  'quiz_4': 266645,
  'Quiz_5_ion_review': 266629,
  'Quiz_6_Chapter_4': 266630,
  'Quiz_7_ch_6': 266631,
  'Quiz_8_Chapter_8_9': 266632,
  'Quiz_11_chapter_14': 266624,
  'Quiz_12_Chapter_16': 266625,
  'Quiz_13_chapter_19': 266626,
  'Chapter_10_Quiz_9': 266534,
  'SNAP_Quiz': 266635,
  'Chapter_11_Quiz_10': 266536,
  'Exam_2_Review_Build_On': 266559,
  'Exam_2_Review_Not_Build_On': 266560,
  'Exam_3_Chapter_4_review_Build_On': 266564,
  'Exam_3_Chapter_4_review_No_Build_On': 266565,
  'Exam_3_Chapter_5_Review_Build_On': 266566,
  'Exam_3_Chapter_5_Review_No_Build_On': 266567,
  'Chapters_6_9_Review_Material_Build_On': 266544,
  'Chapters_6_9_Review_Material_Not_Build_On': 266545,
  'Exam_5_ch_14_Review_Build_On': 266574,
  'Exam_5_ch_14_Review_No_Build_On': 266575,
  'Semester_1_Final_Review': 266639,
  'Semester_2_Final_Review': 266642,
  'Exam_7_chapters_19_20_21_Review': 266582,
  'Exam_4_Review_No_Build_On': 266572,
  'Exam_4_Review_Build_On': 266571,
  'Exam_6_Review': 266579,
  'Exam_6_Review_Build_On': 266580,
};

/* from canvas_get_ids.py — classic/practice quizzes -> /quizzes/:id */
const QUIZ_IDS = {
};

/* from canvas_get_ids.py — files (study guides / packets) -> /files/:id */
const FILE_IDS = {
  '0_Introduction': 3010655,
  '1_1_Material_classification': 3010654,
  '1_5_1_6_units_sig_fig': 3010851,
  '1_7_part_1': 3010657,
  '1': 3010877,
  '1a_3': 3010682,
  '1a_H2O': 3011008,
  '1a_phosgene': 3011038,
  '1a': 3010886,
  '1b_1': 3010870,
  '1b_4': 3010737,
  '1b_H2O': 3011009,
  '1b_phosgene': 3011037,
  '1b': 3010888,
  '1c_3': 3010683,
  '1c_H2O': 3010771,
  '1c_phosgene': 3011036,
  '1c': 3010889,
  '1d_3': 3010684,
  '1d_H2O': 3011010,
  '1d_phosgene': 3011011,
  '1d': 3010766,
  '2_3_Atomic_Symbol': 3010849,
  '2_4_Atomic_Weight': 3010852,
  '2': 3010900,
  '2a_ammonia': 3011012,
  '2a_peroxide': 3011013,
  '2a': 3010767,
  '2b_ammonia': 3011014,
  '2b_peroxide': 3010685,
  '2b': 3010786,
  '2c_ammonia': 3011015,
  '2c_peroxide': 3011016,
  '2c': 3010917,
  '2d_ammonia': 3011018,
  '2d_peroxide': 3010878,
  '2d': 3010768,
  '3_1': 3010686,
  '3': 3010909,
  '3a_methane': 3011019,
  '3a_N2': 3011017,
  '3a': 3010769,
  '3b_methane': 3011020,
  '3b_N2': 3011021,
  '3b': 3010943,
  '3c_methane': 3010687,
  '3c_N2': 3011022,
  '3c': 3010958,
  '3d_methane': 3011023,
  '3d_N2': 3011024,
  '3d': 3010902,
  '4': 3010743,
  '4a_HCN': 3011026,
  '4a_PF3': 3011025,
  '4a': 3010906,
  '4b_HCN': 3011028,
  '4b_PF3': 3011027,
  '4b': 3010916,
  '4c_HCN': 3011030,
  '4c_PF3': 3011029,
  '4c': 3010744,
  '4d_HCN': 3011032,
  '4d_PF3': 3011031,
  '4d': 3010953,
  '5': 3010895,
  '5a_CO': 3010688,
  '5a_CO2': 3011042,
  '5a': 3010770,
  '5b_CO': 3011033,
  '5b_CO2': 3011041,
  '5b': 3010745,
  '5c_CO': 3011034,
  '5c_CO2': 3011039,
  '5c': 3010952,
  '5d_CO': 3011035,
  '5d_CO2': 3011040,
  '5d': 3010903,
  '6': 3010781,
  '6a': 3010954,
  '6b': 3010747,
  '6c': 3010910,
  '6d': 3010901,
  '7': 3010871,
  '7a_2_11': 3011048,
  '7a_3': 3010689,
  '7a_4': 3010893,
  '7a_HCO3': 3010991,
  '7a': 3010772,
  '7b_2_11': 3011049,
  '7b_3_11': 3011055,
  '7b_HCO3': 3010992,
  '7b': 3010885,
  '7c_2_11': 3011050,
  '7c_HCO3': 3010993,
  '7c': 3010942,
  '7d_2_11': 3011051,
  '7d_HCO3': 3010994,
  '7d': 3010959,
  '8': 3010875,
  '8a_C2O2H3': 3010999,
  '8a': 3010922,
  '8b_2_11': 3011053,
  '8b_3': 3010899,
  '8b_4': 3010690,
  '8b_C2O2H3': 3011000,
  '8b': 3010914,
  '8c_2_11': 3011052,
  '8c_C2O2H3': 3010891,
  '8c': 3010774,
  '08c2212cf94575cc4afe86e3c57b0cb5': 3010807,
  '8d_2_11': 3011054,
  '8d_C2O2H3': 3011001,
  '8d': 3010773,
  '9': 3010935,
  '9a_C2O4H': 3010995,
  '9a': 3010775,
  '9b_C2O4H': 3010691,
  '9b': 3010882,
  '9c_1': 3010939,
  '9c_C2O4H': 3010996,
  '9c': 3010966,
  '9d_C2O4H': 3010997,
  '9d': 3010776,
  '10_11': 3011056,
  '10': 3010777,
  '11': 3010778,
  '12': 3010876,
  '13_Worksheet_Solutions': 3010656,
  '13_5_Worksheet': 3010658,
  '13_1_to_13_4_Worksheet': 3010659,
  '13': 3010941,
  '14_Worksheet_Solutions': 3010838,
  '14_1_Reaction_Rates': 3010835,
  '14_3_Concentration_and_Rate_Laws': 3010836,
  '14_5_14_7_Temperature_and_rate_Mechanisms_and_Catalysis': 3010837,
  '14': 3011065,
  '14_2': 3010779,
  '15_7_Le_Cha_telier_s_Principle': 3010839,
  '15_1_to_15_3_Worksheet': 3010661,
  '15_4_15_6_Worksheet': 3010662,
  '15': 3010780,
  '16_solutions': 3010848,
  '16_1_16_2_16_11_Worksheet': 3010840,
  '16_3_16_4_pH': 3010660,
  '16_5': 3010663,
  '16_6_Weak_Acids': 3010841,
  '16_7_16_10': 3010664,
  '16': 3010934,
  '17': 3010873,
  '19_and_20_solutions': 3010846,
  '19_1_to_19_3_Worksheet': 3010844,
  '19_4_19_7': 3010842,
  '19bfeb82_aeed_4a70_8637_134150b618e7': 3010742,
  '20_1': 3010843,
  '20_2': 3010666,
  '20_3_to_20_5_Worksheet': 3010845,
  '21_1_and_21_4': 3010847,
  '942fc1d2_c8d2_43c6_a502_1704e4248bad': 3010890,
  '6805033c_ab49_40f5_a592_640a8d8b5082': 3010746,
  '1666469144_611424': 3010681,
  'A1': 3010748,
  'A2': 3010750,
  'aim10_5': 3010785,
  'alcohol': 3010802,
  'aldehyde': 3010936,
  'amide': 3010803,
  'amine': 3010896,
  'Applications_of_gas_laws_partial_pressures': 3010665,
  'B1': 3010931,
  'B2': 3010862,
  'balancing_reactions_1_with_solutions': 3010817,
  'balancing_reactions_1': 3010816,
  'Barnese_Honors_Chem_Syllabus_2022': 3010812,
  'Barnese_Honors_Chem_Syllabus_2023_24': 3010680,
  'Barnese_Honors_Chem_Syllabus_2023_24_2': 3010692,
  'Barnese_Honors_Chem_Syllabus_2024_25': 3010977,
  'Barnese_Honors_Chem_Syllabus_2025_26': 3010974,
  'butane': 3010923,
  'C1': 3010860,
  'C2': 3010955,
  'c5s1': 3010722,
  'c5s2': 3010762,
  'c5s3': 3010928,
  'Calorimetry_lab': 3010971,
  'canvas_image': 3010858,
  'carboxylic_acid': 3010738,
  'carboxylic_20acid': 3010723,
  'cda8fd53_0f56_4283_a293_2be95d86ab26': 3010963,
  'Ch_6_9_worksheet_solutions': 3010829,
  'ch_15_quiz_with_solutions': 3010951,
  'Ch_10_solutions': 3010830,
  'Ch11_worksheet_Solution': 3010834,
  'Ch11_worksheet': 3010831,
  'Ch14_Exam_Review': 3011068,
  'Ch14Review1': 3011066,
  'Ch14Review2': 3011067,
  'Chapter_1_and_2_Exam_SG': 3010668,
  'Chapter_1_and_2_Exam_SG_2': 3010968,
  'chapter_5_worksheet_Solution': 3010672,
  'chapter_5_worksheet': 3010970,
  'Chapter_6_9_homework': 3010975,
  'Chapter_10_homework': 3011045,
  'Chapter_10_13_EXAM_Review': 3010833,
  'Chapter_11_12_homework': 3011061,
  'Chapter_13_homework': 3011060,
  'Chapter_14_homework': 3011064,
  'Chapter_15_homework': 3011063,
  'Chapter_16_homework': 3011062,
  'Chapter_19_and_20_homework': 3011073,
  'Chapters_1_9_Review_Questions': 3011005,
  'Chapters_1_9_Review_Questions_Answer_Key': 3011006,
  'CK12_Screenshot_18_15_1': 3010961,
  'CK12_20Screenshot_2018_15_1': 3010925,
  'CO_1': 3010793,
  'CO': 3010940,
  'Cross_section_human_molar_jpg': 3010950,
  'cyclobutane': 3010724,
  'cyclohexane': 3010800,
  'cyclopentane': 3010799,
  'cyclopropane': 3010725,
  'd': 3010765,
  'D1': 3010693,
  'D2': 3010749,
  'dichloromethanol': 3011047,
  'Dimensional_Analysis_Worksheet_7_1_part_2': 3010850,
  'Dimensional_Analysis_Worksheet_Solutions': 3010815,
  'Dimensional_Analysis_Worksheet': 3010814,
  'Double_displacement_type_and_concentration_Solutions': 3010667,
  'Double_displacement_type_and_concentration': 3010969,
  'download_2': 3010726,
  'download': 3010805,
  'eb1540ea_879d_4041_a2c0_a54fb85e2c22': 3010727,
  'ElectroChem_Worksheet': 3011072,
  'Electron_Configuration_Worksheet': 3010827,
  'Electronegativity_Trend_1': 3010861,
  'Electronegativity_Trend_2_1': 3011201,
  'Electronegativity_Trend_2': 3010956,
  'Electronegativity_Trend_3': 3011102,
  'Electronegativity_Trend': 3010697,
  'endo_values_2a': 3010728,
  'Energy_frequency_and_wavelength_worksheet': 3010826,
  'Entropy_Snap_1': 3010695,
  'Entropy_Snap': 3010694,
  'Entropy_Snap_2': 3011057,
  'Equilbrium_dice_game': 3010673,
  'ester': 3010729,
  'ethane': 3010794,
  'ethene': 3010796,
  'ether': 3010730,
  'ethyne': 3010797,
  'Exam_2_Review_Solution': 3010824,
  'Exam_2_Review': 3010823,
  'Exam_2_Review_2': 3010986,
  'Exam_3_review_Solution': 3010670,
  'Exam_3_review_Solution_2': 3011043,
  'Exam_3_review': 3010825,
  'Exam_3_review_2': 3010976,
  'Exam_4_Equations': 3010832,
  'Exam_4_Equations_2': 3011058,
  'Exam_4_Review': 3011059,
  'Exam_5_Review': 3010679,
  'Exam_5_Review_2': 3010761,
  'exam_6_equation_sheet': 3010675,
  'exam_6_equation_sheet_2': 3011075,
  'exam_6_Review': 3010674,
  'Exam_6_Review': 3011071,
  'Exam_7_Review': 3011074,
  'fe46b18a_2e1f_4fe7_9806_8e69daf9f3fa': 3010731,
  'Final_Exam_Equation_Sheet': 3010698,
  'Final_Exam_Equation_Sheet_2': 3010854,
  'Final_Exam_Equation_Sheet_3': 3010856,
  'FlinnSafetyContract': 3010978,
  'gas_laws': 3010758,
  'gas_units': 3010757,
  'glassware': 3010653,
  'haloalkane': 3010874,
